codigo,codigo_inec,provincia,canton,parroquia,superficie_km2,shape_length,latitud,longitud,anio,mes,poblacion_2022,edad_promedio_2022,pct_mujeres_2022,pct_urbana_2022,hogares_2022,viviendas_2022,densidad_poblacional_2022,personas_por_hogar_2022,viviendas_por_km2_2022,indice_compacidad,precipitacion_mensual_prom_mm,precipitacion_mensual_p95_mm,precipitacion_anual_prom_mm,temperatura_media_prom_c,humedad_relativa_prom,cerca_rio_prom,periodos_climaticos_observados,eventos_inundacion,total_periodos,tasa_inundacion_historica,target_alto_riesgo,altitud_igm_m,pendiente_igm,rango_altitud_igm_m,probabilidad_inundacion,riesgo_categoria
90750,090750,GUAYAS,DURAN,ELOY ALFARO (DURAN),300.556621062,118689.8157619414,-2.235768586596525,-79.8018130615908,2022,12,593866.0,30.7684730225337,0.5119690300505502,0.9715272468873449,176248.0,216751.0,1975.887265107013,3.3694907176251645,721.165280718563,0.2681076785372974,80.95603240367173,257.36302559862634,820.6744107869706,23.943857038119937,70.870605864826,0.4669678845698406,,,,,,3.265002489089966,0.0013861305251129438,2.9067881107330322,0.8855094029769159,Alto
91650,091650,GUAYAS,SAMBORONDON,SAMBORONDON,222.972067759,144227.11195437965,-2.0078420412669713,-79.78371662416168,2022,12,156018.0,35.58179825404761,0.5182094373726108,0.8796805496801651,51479.0,60767.0,699.7199315953445,3.0307115522834556,272.53189428946854,0.13469966358090696,76.11785293410269,293.6814298452744,800.6706246245794,26.603242862413587,67.54113897648578,0.7894443593283166,,,,,,7.0970940589904785,0.0009706450629240775,1.934532642364502,0.3205620625010871,Medio
91651,091651,GUAYAS,SAMBORONDON,TARIFA,136.091861673,54648.83090237416,-1.947399654363635,-79.82153570863203,2022,12,32859.0,31.832252959615325,0.5036976170912079,0.0,10319.0,11163.0,241.4472077614254,3.184320186064541,82.02547795857426,0.5726381367772136,73.05888888888889,302.30999999999995,770.6775,27.462777777777777,66.37006944444445,1.0,,,,,,5.0,0.00046555415201990575,1.4543910026550293,0.9925252318545381,Alto
91850,091850,GUAYAS,SANTA LUCIA,SANTA LUCIA,357.863164278,111635.82946646691,-1.6857264260334732,-80.06001301380547,2022,12,86997.0,32.27221628332011,0.490223800820718,0.2491465222938722,27809.0,30685.0,243.10129871991475,3.1283757057067856,85.7450642116462,0.3608441380774123,77.43445079711556,303.27266471786686,841.4882805740369,27.50239360978876,66.3070075077739,0.4670550169753126,,,,,,20.0,0.004790969749772135,10.661998748779297,0.6308935227768939,Medio
91950,091950,GUAYAS,SALITRE,EL SALITRE (LAS RAMAS),131.152591725,71963.67079725387,-1.839847167263775,-79.82076038783444,2022,12,60523.0,31.343819704905574,0.5041389223931398,0.44335211407233616,18957.0,21917.0,461.4701029081017,3.1926465157989132,167.11068924932448,0.3182439269987227,73.05888888888889,302.31000000000006,770.6775000000001,27.462777777777777,66.37006944444445,1.0,,,,,,7.0,0.00043565632868019984,0.9652161598205566,0.807112841469424,Alto
91951,091951,GUAYAS,SALITRE,GRAL. VERNAZA (DOS ESTEROS),83.1507390668,50367.58289882277,-1.766728790981801,-79.78646841518088,2022,12,20926.0,33.8315970562936,0.4867150912740132,0.0,7083.0,7932.0,251.66342758768366,2.9543978540166598,95.39301861920609,0.4118828962459989,75.0793899258962,302.75452920597087,791.9497177097625,27.48107116073954,66.34094936544409,1.0,,,,,,11.721413612365723,0.0032503955970687084,7.1395487785339355,0.9202272562253491,Alto
91952,091952,GUAYAS,SALITRE,LA VICTORIA (Ã‘AUZA),81.5885842641,43105.451294839004,-1.8826322643965023,-79.72938797719371,2022,12,14409.0,31.867096953293082,0.49420501075716566,0.0,4335.0,4496.0,176.6055892495752,3.3238754325259516,55.105748439592624,0.5517913252680751,76.44472491958786,292.75940597814656,803.8756025360655,26.511395465639353,67.66627605473239,1.0,,,,,,3.6469998359680176,0.0022031658508334293,4.170448184013367,0.9890278164121855,Alto
91953,091953,GUAYAS,SALITRE,JUNQUILLAL,97.6800553553,65665.48394825819,-1.7199140862784104,-79.85975649677299,2022,12,25279.0,32.63582420190672,0.48965544523121957,0.0,8290.0,8916.0,258.793874635416,3.0493365500603136,91.27758955059016,0.2846698433932526,75.7576146665657,302.90374501923577,799.0901962719702,27.48721172918666,66.33117458301808,1.0,,,,,,8.85049057006836,0.00043232721437483904,0.8780288696289062,0.8341978105391871,Alto
92050,092050,GUAYAS,SAN JACINTO DE YAGUACHI,SAN JACINTO DE YAGUACHI,272.555821693,100251.2788486244,-2.0567412351405165,-79.72548850883621,2022,12,64603.0,30.682615358419888,0.510285900035602,0.700880764051205,20224.0,23074.0,237.02667438440258,3.1943730221518987,84.65788716848607,0.3407889340526444,81.87554017388085,277.44043860017405,857.1247144339118,24.985396708883457,69.7453662906568,0.6585368804474064,,,,,,7.346999645233154,0.0004208729142058201,0.9077663421630859,0.4143956991907864,Medio
92053,092053,GUAYAS,SAN JACINTO DE YAGUACHI,GRAL. PEDRO J. MONTERO (BOLICHE),75.2837185448,56894.08159891715,-2.2664866442337135,-79.57439241218795,2022,12,16741.0,30.834418493518907,0.4972223881488561,0.0,5167.0,6459.0,222.37211874753146,3.2399845171279273,85.79544322264533,0.29226495556156334,84.61174061236373,248.2838171848762,882.3255656629766,22.987319745441837,72.18980982991157,0.25945006988654945,,,,,,17.587200164794922,0.0006477149129473173,1.1166858673095703,0.6958653574144842,Medio
92055,092055,GUAYAS,SAN JACINTO DE YAGUACHI,YAGUACHI VIEJO (CONE),108.713504554,67193.16638391765,-2.184096378025563,-79.64766876070414,2022,12,25747.0,30.852526507942674,0.4947372509418573,0.0,8235.0,10098.0,236.83350201640306,3.126533090467517,92.8863441706466,0.3025820396039391,87.58694444444443,261.3299999999999,913.1249999999999,23.380555555555556,71.93187499999999,0.2314703172075536,,,,,,14.257899284362793,0.0012806652056058729,2.573617935180664,0.6627903224407403,Medio
92056,092056,GUAYAS,SAN JACINTO DE YAGUACHI,VIRGEN DE FATIMA,53.0273655829,49401.16758015065,-2.2933698898442914,-79.68429138064285,2022,12,35868.0,29.387141741942678,0.5038753206200512,0.0,11216.0,13476.0,676.4054673605458,3.19793152639087,254.1329340401114,0.27304579263889533,83.55603812157656,243.6545922744071,838.453644161052,22.847786440285585,72.28133379188766,0.22636385803202821,,,,,,15.001487731933594,0.0010028828272233522,2.1844358444213867,0.785843315305659,Medio
92250,092250,GUAYAS,SIMON BOLIVAR,SIMON BOLIVAR,128.201285975,58179.514017012836,-1.9730289030565207,-79.42829947287773,2022,12,32588.0,31.491806800049098,0.5027924389345771,0.5281391923407389,10793.0,13309.0,254.19401804093332,3.0193644028537014,103.81331122213028,0.4759508066500383,87.58694444444443,261.3299999999999,913.1249999999998,23.380555555555556,71.93187499999999,0.31892364003955814,,,,,,25.677173614501953,0.002132332750703891,4.594278335571289,0.45729574204216183,Medio
92251,092251,GUAYAS,SIMON BOLIVAR,CRNEL. LORENZO DE GARAICOA (PEDREGAL),163.404666895,121328.48675111719,-2.0617468404236896,-79.3612415712681,2022,12,25779.0,30.6992513286008,0.48799410372784047,0.0,8267.0,9926.0,157.76171201135267,3.1183016813838154,60.74489908160466,0.13949182557482484,87.58694444444444,261.33,913.125,23.380555555555556,71.931875,0.0,,,,,,40.0,0.006491302008833259,13.619632720947266,0.14391477866453517,Bajo
